Strassenklasse,Alter,Unfallklasse,Unfallschwere,Lichtverhältnisse,Verletzte Personen,Anzahl Fahrzeuge,Bodenbeschaffenheit,Geschlecht,Zeit (24h),Fahrzeugtyp,Wetterlage
nicht klassifiziert,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,7,Schnee,männlich,1430,Fahrrad,Gut
Bundesstrasse,11,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,1811,Auto,Gut
nicht klassifiziert,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,750,Auto,Gut
nicht klassifiziert,22,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,weiblich,1920,Auto,Regen
Bundesstrasse,60,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,812,Auto,Gut
Bundesstrasse,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,751,Auto,Gut
nicht klassifiziert,43,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,4,trocken,männlich,2015,Auto,Gut
Landesstrasse,81,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1030,Mottorrad,Gut
Landesstrasse,22,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,2125,Auto,Regen (starker Wind)
Bundesstrasse,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,nass / feucht,weiblich,725,Auto,Regen
nicht klassifiziert,18,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1125,Auto,Gut
nicht klassifiziert,22,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1510,Transporter,Gut
nicht klassifiziert,32,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,1750,Auto,Regen (starker Wind)
nicht klassifiziert,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1511,LKW ab 7.5t,Gut
Autobahn,11,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1945,Auto,Gut
nicht klassifiziert,21,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1455,Bus,Gut
nicht klassifiziert,65,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1729,Auto,Gut
nicht klassifiziert,20,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,340,Taxi,Gut
nicht klassifiziert,34,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und nicht beleuchtet,3,2,Frost / Eis,männlich,655,Auto,Gut
nicht klassifiziert,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1620,Auto,Gut
nicht klassifiziert,70,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,2003,Auto,Gut
nicht klassifiziert,87,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1420,Andere,Gut
nicht klassifiziert,16,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,1620,Auto,Gut
Autobahn,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1329,Auto,Gut
nicht klassifiziert,18,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,1820,Taxi,Gut
nicht klassifiziert,51,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,2020,Auto,Gut
Landesstrasse,16,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,männlich,2030,Transporter,Gut
nicht klassifiziert,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1850,Taxi,Gut
nicht klassifiziert,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1530,Auto,Andere
nicht klassifiziert,36,Passagier,1,Dunkelheit: keine Strassenbeleuchtung,4,1,trocken,weiblich,2356,Kleinbus,Gut
nicht klassifiziert,40,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,3,nass / feucht,männlich,2055,Auto,Gut
nicht klassifiziert,36,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,5,trocken,männlich,2333,Auto,Gut
Bundesstrasse,54,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,900,Auto,Gut
Bundesstrasse,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,715,Auto,Gut
nicht klassifiziert,57,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1710,Auto,Regen
Bundesstrasse,35,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,721,Fahrrad,Gut
nicht klassifiziert,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1350,Auto,Gut
Bundesstrasse,20,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,2017,Auto,Gut
Bundesstrasse,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1615,Auto,Gut
Bundesstrasse,32,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1808,Auto,Gut
nicht klassifiziert,80,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,920,Auto,Gut
Bundesstrasse,20,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,weiblich,1851,Auto,Gut
Bundesstrasse,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1930,Fahrrad,Gut
Kraftfahrzeugstrasse,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1459,Auto,Gut
Autobahn,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1726,Auto,Gut
Bundesstrasse,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1640,Auto,Gut
Autobahn,49,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,7,2,trocken,weiblich,1640,Auto,Gut
Bundesstrasse,27,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1425,Auto,Gut
nicht klassifiziert,23,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1455,Auto,Gut
Bundesstrasse,22,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1707,Auto,Gut
Autobahn,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1730,Auto,Gut
nicht klassifiziert,34,Fahrer,2,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1736,Fahrrad,Gut
Bundesstrasse,90,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,1510,Auto,Gut
nicht klassifiziert,32,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,1715,Auto,Regen
Bundesstrasse,70,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,6,2,trocken,männlich,1339,Auto,Gut
nicht klassifiziert,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1424,Transporter,Gut
nicht klassifiziert,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1340,Auto,Gut
Bundesstrasse,28,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1700,Auto,Gut
Landesstrasse,45,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1815,Auto,Gut
Autobahn,40,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,weiblich,1930,Auto,Gut
nicht klassifiziert,23,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,2032,Mottorrad,Gut
Bundesstrasse,62,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,2,1,nass / feucht,weiblich,1225,Auto,Gut
nicht klassifiziert,17,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1310,Auto,Gut
nicht klassifiziert,19,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1715,Auto,Gut
nicht klassifiziert,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1235,Auto,Gut
Bundesstrasse,28,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,nass / feucht,weiblich,1915,Auto,Regen
nicht klassifiziert,65,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1555,Auto,Gut
Bundesstrasse,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,827,Auto,Gut
Autobahn,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,745,Mottorrad (500cc),Regen
Bundesstrasse,22,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1104,Auto,Gut
Bundesstrasse,71,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1546,Auto,Gut
unbefestigte Strasse,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1032,Auto,Gut
Landesstrasse,48,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1214,Auto,Gut
Bundesstrasse,65,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1440,Bus,Gut
Landesstrasse,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1835,Auto,Gut
nicht klassifiziert,18,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,1,trocken,männlich,2240,Auto,Gut
Landesstrasse,40,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1730,Fahrrad,Gut
nicht klassifiziert,78,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,935,Auto,Gut
Bundesstrasse,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,2048,Auto,Gut
nicht klassifiziert,19,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,1,trocken,männlich,7,Taxi,Gut
nicht klassifiziert,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1610,Auto,Gut
Bundesstrasse,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1259,Fahrrad,Gut
nicht klassifiziert,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,845,Auto,Gut
nicht klassifiziert,16,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1845,Mottorrad,Gut
Bundesstrasse,25,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,1,trocken,männlich,2038,Bus,Gut
nicht klassifiziert,43,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1425,Bus,Gut
nicht klassifiziert,38,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1839,Auto,Gut
Bundesstrasse,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1845,Auto,Gut
Autobahn,22,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,1,nass / feucht,weiblich,430,Auto,Gut
nicht klassifiziert,11,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1640,Fahrrad,Gut
Bundesstrasse,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1205,Mottorrad (500cc),Gut
Bundesstrasse,55,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1509,Mottorrad (500cc),Gut (starker Wind)
Bundesstrasse,55,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1201,Mottorrad (500cc),Gut
Bundesstrasse,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,955,Auto,Gut
Bundesstrasse,42,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1750,Fahrrad,Gut
Autobahn,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1239,Auto,Regen
nicht klassifiziert,24,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1530,Transporter,Gut
Kraftfahrzeugstrasse,43,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,weiblich,1500,Auto,Andere
Bundesstrasse,34,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1730,Fahrrad,Gut
Bundesstrasse,21,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1015,Fahrrad,Gut
nicht klassifiziert,14,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1400,Auto,Regen
nicht klassifiziert,59,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,trocken,männlich,2338,Taxi,Gut
nicht klassifiziert,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1530,Auto,Gut
Autobahn,49,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1725,Auto,Gut
Bundesstrasse,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1507,Fahrrad,Gut
Landesstrasse,70,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1000,Bus,Gut
nicht klassifiziert,53,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1638,Auto,Gut
Landesstrasse,20,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,400,Taxi,Gut
Landesstrasse,30,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,4,2,nass / feucht,männlich,1206,Auto,Regen
Bundesstrasse,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1530,Auto,Regen (starker Wind)
Bundesstrasse,11,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,3,trocken,weiblich,1300,Auto,Gut
Bundesstrasse,19,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,253,Mottorrad (50cc),Regen
Landesstrasse,23,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,1727,Mottorrad (500cc),Gut
Landesstrasse,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,902,Fahrrad,Gut
Bundesstrasse,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1248,Taxi,Gut
nicht klassifiziert,16,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1830,Auto,Gut
Bundesstrasse,22,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,1939,Fahrrad,Gut
Bundesstrasse,39,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,145,Taxi,Regen (starker Wind)
Autobahn,12,Passagier,1,Dunkelheit: keine Strassenbeleuchtung,1,2,nass / feucht,weiblich,2118,Auto,Regen
nicht klassifiziert,17,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1630,Fahrrad,Gut
Autobahn,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1606,Auto,Gut
nicht klassifiziert,26,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,1830,Auto,Gut
Bundesstrasse,13,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1600,Auto,Gut
nicht klassifiziert,37,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2124,Auto,Gut
nicht klassifiziert,6,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1503,Auto,Regen
Bundesstrasse,12,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,weiblich,1020,Auto,Gut
Bundesstrasse,27,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,930,Auto,Gut
nicht klassifiziert,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,810,Auto,Gut
Bundesstrasse,18,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,Frost / Eis,weiblich,1900,Auto,Gut
Bundesstrasse,17,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,1,trocken,männlich,2340,Auto,Gut
Bundesstrasse,15,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1110,Fahrrad,Gut
nicht klassifiziert,26,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,830,Bus,Gut
Bundesstrasse,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1034,Auto,Gut
Bundesstrasse,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,735,Auto,Gut
nicht klassifiziert,1,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,1120,Auto,Gut
nicht klassifiziert,58,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,weiblich,940,Auto,Gut
nicht klassifiziert,21,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,2,nass / feucht,weiblich,25,Auto,Gut
nicht klassifiziert,44,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,trocken,männlich,1945,Auto,Gut
nicht klassifiziert,55,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1515,Auto,Gut
Landesstrasse,33,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1300,Auto,Gut
Bundesstrasse,8,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,2,trocken,männlich,2109,Auto,Gut
Bundesstrasse,24,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,trocken,männlich,1745,Auto,Gut
Bundesstrasse,24,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,weiblich,2300,Auto,Gut
nicht klassifiziert,54,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1400,Bus,Gut
nicht klassifiziert,22,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,2245,Taxi,Gut
Bundesstrasse,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1335,Auto,Gut
Bundesstrasse,30,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,55,Auto,Gut
Landesstrasse,24,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,nass / feucht,männlich,1144,Auto,Regen
Landesstrasse,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1800,Auto,Gut
Landesstrasse,15,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1510,Auto,Gut (starker Wind)
Bundesstrasse,49,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1020,Transporter,Gut
Bundesstrasse,67,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1415,Auto,Gut
nicht klassifiziert,18,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,4,2,trocken,männlich,2122,Auto,Gut
Bundesstrasse,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1350,Auto,Gut
Bundesstrasse,18,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,2030,Mottorrad (50cc),Gut
nicht klassifiziert,55,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1515,Auto,Gut
Bundesstrasse,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1115,Auto,Gut
nicht klassifiziert,11,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1505,Auto,Gut
nicht klassifiziert,35,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1033,Auto,Gut
nicht klassifiziert,21,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,nass / feucht,männlich,13,Auto,Regen
nicht klassifiziert,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1545,Mottorrad,Regen
Kraftfahrzeugstrasse,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,5,5,trocken,weiblich,1048,Auto,Gut
nicht klassifiziert,31,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,1705,Auto,Gut
Bundesstrasse,55,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1201,Mottorrad (500cc),Gut
nicht klassifiziert,39,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,1820,Kleinbus,Regen (starker Wind)
nicht klassifiziert,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1220,Auto,Gut
nicht klassifiziert,47,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,5,Auto,Gut
nicht klassifiziert,74,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1045,Auto,Gut
nicht klassifiziert,58,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,945,Mottorrad (500cc),Gut
nicht klassifiziert,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1640,Auto,Gut
Autobahn,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1020,Auto,Gut
Bundesstrasse,36,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,männlich,1655,Auto,Gut
Bundesstrasse,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1530,Fahrrad,Gut
Bundesstrasse,35,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,6,2,trocken,männlich,2305,Auto,Gut
nicht klassifiziert,27,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,852,Transporter,Regen
nicht klassifiziert,67,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,1,trocken,weiblich,1040,Bus,Gut
Bundesstrasse,30,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,950,Auto,Gut
Bundesstrasse,41,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,3,trocken,weiblich,1740,Auto,Gut
Bundesstrasse,37,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,535,Mottorrad (500cc),Gut
Bundesstrasse,23,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1325,Auto,Gut
Landesstrasse,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1525,Fahrrad,Gut
Landesstrasse,26,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,800,Mottorrad (50cc),Gut
nicht klassifiziert,26,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1430,Auto,Gut
Bundesstrasse,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1330,Fahrrad,Gut
Bundesstrasse,69,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1655,Mottorrad (50cc),Gut
Landesstrasse,24,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,3,trocken,männlich,1158,Auto,Gut
nicht klassifiziert,20,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,2254,Auto,Gut
Bundesstrasse,34,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1347,Mottorrad (500cc),Gut
Bundesstrasse,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,nass / feucht,männlich,1215,Auto,Regen (starker Wind)
Autobahn,12,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,7,2,trocken,weiblich,1640,Auto,Gut
nicht klassifiziert,25,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,weiblich,1720,Auto,Gut
Bundesstrasse,23,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,weiblich,700,Auto,Gut
Bundesstrasse,51,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1600,Auto,Gut
Autobahn,4,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,1530,Auto,Gut
Bundesstrasse,53,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,725,Fahrrad,Gut
nicht klassifiziert,83,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1305,Auto,Gut
Landesstrasse,41,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,Frost / Eis,weiblich,2110,Auto,Gut
Bundesstrasse,35,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,weiblich,2035,Auto,Gut
